frame,time_seconds,track_id,class_id,confidence,x1,y1,x2,y2,center_x,center_y,bbox_width,bbox_height
132,5.28,30,0,0.5212448835372925,1257,232,1280,341,1268,286,22,108
132,5.28,33,0,0.5804595947265625,1115,278,1132,316,1123,297,17,37
132,5.28,7,0,0.9008342027664185,304,3,576,497,440,250,272,494
132,5.28,37,0,0.881658136844635,563,165,626,336,594,251,62,170
132,5.28,39,0,0.833037793636322,728,168,779,343,754,255,51,174
133,5.32,1,0,0.8801259398460388,785,2,1220,625,1003,314,435,622
133,5.32,30,0,0.45016828179359436,1258,231,1280,342,1269,287,21,110
133,5.32,33,0,0.5776020288467407,1116,278,1133,316,1124,297,17,37
133,5.32,7,0,0.9192200303077698,320,3,587,496,453,250,266,493
133,5.32,37,0,0.884649395942688,566,166,629,336,598,251,62,169
133,5.32,39,0,0.8229292035102844,736,169,788,344,762,256,51,175
134,5.36,1,0,0.8855723738670349,846,2,1280,633,1063,317,433,630
134,5.36,33,0,0.4592847526073456,1117,278,1134,316,1126,297,17,37
134,5.36,7,0,0.9063379168510437,342,2,602,489,472,246,259,486
134,5.36,37,0,0.8857223987579346,569,166,632,336,600,251,63,169
134,5.36,39,0,0.8292591571807861,748,169,799,344,774,257,51,174
134,5.36,4,0,0.4488591253757477,900,179,985,347,942,263,85,167
135,5.4,1,0,0.8119817972183228,874,3,1280,638,1077,321,405,634
135,5.4,7,0,0.905578076839447,359,2,614,485,486,244,255,483
135,5.4,37,0,0.863557755947113,570,164,634,336,602,250,64,171
135,5.4,39,0,0.8476817607879639,756,170,808,344,782,257,51,174
135,5.4,4,0,0.770878255367279,905,176,988,348,947,262,83,172
136,5.44,1,0,0.8603661060333252,935,2,1280,635,1107,318,344,632
136,5.44,7,0,0.9212794899940491,378,2,630,479,504,240,252,477
136,5.44,37,0,0.856400728225708,570,159,637,336,604,248,66,176
136,5.44,39,0,0.8277489542961121,766,171,819,343,793,257,52,172
136,5.44,4,0,0.8143209218978882,909,177,989,348,949,262,80,170
137,5.48,1,0,0.6396356821060181,971,2,1280,617,1125,309,308,614
137,5.48,7,0,0.9299452304840088,390,1,644,481,517,241,254,479
137,5.48,37,0,0.8471667766571045,571,156,639,337,605,246,68,180
137,5.48,39,0,0.8292596936225891,773,172,826,343,799,257,53,170
137,5.48,4,0,0.8077853918075562,912,178,990,348,951,263,78,169
138,5.52,7,0,0.93119877576828,407,1,665,485,536,243,257,484
138,5.52,37,0,0.8216392397880554,574,152,644,337,609,244,69,185
138,5.52,39,0,0.8098131418228149,781,174,835,343,808,259,54,168
138,5.52,4,0,0.8038604855537415,912,181,989,349,951,265,76,168
139,5.56,7,0,0.8671457171440125,420,2,680,488,550,245,260,486
139,5.56,37,0,0.8340775966644287,577,149,647,336,612,242,70,187
139,5.56,39,0,0.8066425323486328,786,175,842,342,814,258,55,167
139,5.56,4,0,0.8201087117195129,913,181,989,348,951,265,75,166
139,5.56,41,0,0.6237260103225708,1144,4,1280,550,1212,277,135,546
139,5.56,33,0,0.49764910340309143,1117,272,1135,310,1126,291,17,37
140,5.6,7,0,0.8127210140228271,435,1,701,495,568,248,265,494
140,5.6,37,0,0.7899067401885986,581,147,652,339,617,243,71,191
140,5.6,39,0,0.8307369947433472,794,177,852,345,823,261,57,167
140,5.6,4,0,0.824929416179657,917,186,993,349,955,268,75,163
140,5.6,33,0,0.5479586720466614,1119,274,1137,311,1128,292,17,36
140,5.6,36,0,0.5022421479225159,468,220,497,299,483,259,28,78
141,5.64,7,0,0.8789144158363342,448,0,718,499,583,249,269,498
141,5.64,37,0,0.849403440952301,586,147,658,340,622,244,72,193
141,5.64,39,0,0.8185932636260986,801,177,860,345,831,261,59,167
141,5.64,4,0,0.8459358811378479,921,188,998,351,959,269,76,162
141,5.64,33,0,0.5714343786239624,1121,274,1139,311,1130,292,17,37
141,5.64,36,0,0.7101652026176453,469,218,498,298,483,258,29,79
142,5.68,7,0,0.8781387805938721,467,1,738,496,602,249,271,495
142,5.68,37,0,0.8093544840812683,597,152,666,341,631,247,69,188
142,5.68,39,0,0.8355646729469299,810,176,872,346,841,261,62,169
142,5.68,4,0,0.8748892545700073,930,188,1009,352,969,270,78,163
142,5.68,33,0,0.6242647767066956,1123,273,1142,311,1132,292,18,38
142,5.68,36,0,0.7490230798721313,470,217,500,298,485,258,29,80
143,5.72,7,0,0.9248490333557129,478,2,749,492,614,247,271,490
143,5.72,37,0,0.8017074465751648,605,168,670,342,638,255,64,173
143,5.72,39,0,0.84766685962677,816,177,880,347,848,262,64,170
143,5.72,4,0,0.8617967367172241,936,188,1017,354,977,271,80,165
143,5.72,33,0,0.536969006061554,1125,273,1143,312,1134,293,18,39
143,5.72,36,0,0.7613622546195984,471,217,501,298,486,258,30,81
144,5.76,7,0,0.9184960722923279,494,2,760,478,627,240,265,476
144,5.76,37,0,0.79929518699646,614,183,674,343,644,263,60,160
144,5.76,39,0,0.8673150539398193,825,177,892,348,859,263,67,171
144,5.76,4,0,0.8696390390396118,945,187,1028,353,987,270,82,166
144,5.76,33,0,0.4655158221721649,1126,272,1145,312,1135,292,19,40
144,5.76,36,0,0.7541390061378479,472,217,502,298,487,258,30,81
145,5.8,7,0,0.8473771810531616,513,2,757,432,635,217,243,429
145,5.8,37,0,0.7336243391036987,618,189,678,347,648,268,59,157
145,5.8,39,0,0.8654071688652039,831,177,900,350,866,264,69,172
145,5.8,4,0,0.8719748258590698,951,187,1034,354,993,271,83,167
145,5.8,33,0,0.4598263204097748,1127,274,1145,312,1136,293,18,38
145,5.8,36,0,0.7459349036216736,472,218,502,300,487,259,30,81
146,5.84,7,0,0.8963252902030945,516,2,773,456,645,229,256,453
146,5.84,37,0,0.48388102650642395,624,192,683,346,654,269,58,153
146,5.84,39,0,0.83900386095047,838,175,910,351,874,263,72,175
146,5.84,4,0,0.8628811836242676,957,182,1042,352,1000,267,84,169
146,5.84,33,0,0.4385131895542145,1127,272,1145,310,1136,291,18,37
146,5.84,36,0,0.7387001514434814,472,217,503,298,487,258,30,81
147,5.88,7,0,0.8613468408584595,522,2,781,465,651,233,259,463
147,5.88,39,0,0.8495047688484192,842,174,916,351,879,262,74,177
147,5.88,4,0,0.8583651781082153,961,179,1047,352,1004,266,85,172
147,5.88,33,0,0.41032645106315613,1127,270,1147,309,1137,290,19,39
147,5.88,36,0,0.7516627907752991,472,217,503,299,488,258,30,81
148,5.92,7,0,0.9289558529853821,526,2,793,488,660,245,267,485
148,5.92,39,0,0.849187970161438,848,175,925,354,887,264,76,179
148,5.92,4,0,0.8358277678489685,966,176,1051,353,1008,265,85,177
148,5.92,33,0,0.4119461476802826,1127,271,1146,310,1137,291,18,39
148,5.92,36,0,0.7577030062675476,472,217,503,299,488,258,31,82
149,5.96,7,0,0.926076352596283,529,2,799,501,664,252,270,499
149,5.96,39,0,0.8608883619308472,852,174,931,355,891,264,78,180
149,5.96,4,0,0.8261770009994507,969,172,1054,354,1011,263,84,181
149,5.96,33,0,0.4203099012374878,1127,270,1146,310,1136,290,19,40
149,5.96,36,0,0.7311832308769226,472,217,502,298,487,258,30,81
150,6.0,7,0,0.9189980626106262,533,2,803,509,668,255,269,506
150,6.0,39,0,0.883110761642456,857,176,937,357,897,267,79,181
150,6.0,4,0,0.8364346623420715,973,170,1056,355,1015,263,83,185
150,6.0,33,0,0.4004475772380829,1126,272,1145,311,1135,291,18,39
150,6.0,36,0,0.7695615291595459,470,217,501,299,485,258,31,82
151,6.04,7,0,0.9090169072151184,537,2,806,518,672,260,269,515
151,6.04,39,0,0.8741225600242615,860,177,940,358,900,267,79,181
151,6.04,4,0,0.835652232170105,977,168,1058,355,1018,261,81,187
151,6.04,33,0,0.6015705466270447,1124,272,1143,311,1134,291,18,38
151,6.04,36,0,0.7557864189147949,468,217,499,298,484,258,31,81
152,6.08,7,0,0.9225223064422607,543,3,813,527,678,265,269,524
152,6.08,39,0,0.8951853513717651,864,179,944,360,904,269,80,180
152,6.08,4,0,0.8345839977264404,980,167,1059,355,1020,261,79,188
152,6.08,36,0,0.7640135288238525,465,218,495,298,480,258,30,79
153,6.12,7,0,0.9122327566146851,551,3,816,526,684,264,264,523
153,6.12,39,0,0.894951343536377,866,182,946,360,906,271,80,178
153,6.12,4,0,0.8317363858222961,981,168,1059,356,1020,262,77,187
153,6.12,36,0,0.7388065457344055,461,218,491,299,476,259,30,80
153,6.12,42,0,0.5589611530303955,1116,273,1134,312,1125,292,17,38
154,6.16,7,0,0.8943982720375061,563,2,817,509,690,255,253,506
154,6.16,39,0,0.8780122399330139,868,184,948,360,908,272,80,176
154,6.16,4,0,0.8430978655815125,981,167,1056,354,1019,260,75,186
154,6.16,36,0,0.7348754405975342,455,217,486,298,471,257,30,80
154,6.16,42,0,0.6278565526008606,1110,271,1128,308,1119,289,17,37
155,6.2,7,0,0.905236542224884,570,2,821,504,695,253,250,502
155,6.2,39,0,0.8475005030632019,869,185,950,361,909,273,81,175
155,6.2,4,0,0.8475801944732666,981,168,1055,354,1018,261,74,186
155,6.2,36,0,0.7712801098823547,450,217,481,299,466,258,31,82
155,6.2,42,0,0.5285307765007019,1105,270,1122,307,1114,289,17,37
156,6.24,7,0,0.9167382717132568,577,1,828,503,702,252,250,502
156,6.24,39,0,0.8484026789665222,870,185,952,360,911,273,82,175
156,6.24,4,0,0.8567012548446655,980,169,1053,353,1016,261,73,183
156,6.24,36,0,0.7263168692588806,443,216,474,298,459,257,31,82
156,6.24,42,0,0.46501728892326355,1098,269,1115,306,1106,287,16,36
157,6.28,7,0,0.9133980870246887,582,1,834,505,708,253,252,503
157,6.28,39,0,0.8437752723693848,869,184,953,360,911,272,83,176
157,6.28,4,0,0.8742936253547668,980,170,1052,352,1016,261,72,182
157,6.28,36,0,0.7366670370101929,437,214,469,297,453,256,31,82
157,6.28,42,0,0.44662588834762573,1093,269,1110,306,1101,287,17,37
158,6.32,7,0,0.9252922534942627,587,1,847,511,717,256,259,509
158,6.32,39,0,0.7435341477394104,873,183,957,360,915,271,84,176
158,6.32,4,0,0.8877968788146973,980,170,1053,352,1016,261,73,181
158,6.32,36,0,0.7080638408660889,429,213,462,297,446,255,32,84
158,6.32,42,0,0.5362824201583862,1085,267,1103,306,1094,286,17,38
159,6.36,7,0,0.9223687648773193,590,1,856,515,723,258,266,514
159,6.36,39,0,0.7405315637588501,873,180,959,360,916,270,86,179
159,6.36,4,0,0.8851339221000671,980,171,1054,352,1017,261,73,181
159,6.36,36,0,0.7149963974952698,422,214,455,297,439,255,32,83
160,6.4,7,0,0.9257420897483826,589,2,865,523,727,262,276,520
160,6.4,39,0,0.8087352514266968,872,175,961,360,916,268,89,185
160,6.4,4,0,0.8739891052246094,979,172,1054,353,1016,263,74,181
160,6.4,36,0,0.7134338617324829,414,214,446,297,430,256,32,83
161,6.44,7,0,0.9248527884483337,586,2,870,527,728,264,284,524
161,6.44,39,0,0.8203151822090149,871,172,963,361,917,267,91,188
161,6.44,4,0,0.895021915435791,977,174,1053,354,1015,264,76,180
161,6.44,36,0,0.729556679725647,406,212,439,297,422,255,33,84
161,6.44,43,0,0.7467788457870483,588,150,660,363,624,257,71,212
162,6.48,7,0,0.8878457546234131,582,2,868,516,725,259,285,514
162,6.48,39,0,0.8196654915809631,871,171,964,360,917,265,93,188
162,6.48,4,0,0.8611721992492676,970,174,1048,354,1009,264,77,180
162,6.48,36,0,0.7104616165161133,392,210,427,297,410,253,34,87
162,6.48,43,0,0.8180288672447205,582,142,656,364,619,253,74,221
163,6.52,7,0,0.8790856599807739,576,1,862,504,719,253,286,502
163,6.52,39,0,0.8484662771224976,869,168,964,360,917,264,95,192
163,6.52,4,0,0.824576735496521,966,173,1046,355,1006,264,79,182
163,6.52,36,0,0.7774543166160583,383,210,418,298,400,254,34,87
163,6.52,43,0,0.8296920657157898,578,139,654,366,616,253,76,227
163,6.52,44,0,0.605890154838562,1264,204,1276,338,1270,271,12,133
164,6.56,7,0,0.9283319711685181,562,2,852,503,707,252,290,501
164,6.56,39,0,0.8468194603919983,863,162,963,361,913,262,99,198
164,6.56,4,0,0.8322680592536926,957,169,1039,354,998,261,81,184
164,6.56,36,0,0.77738356590271,370,209,405,298,388,253,35,89
164,6.56,43,0,0.8519818186759949,573,132,654,371,614,252,80,238
164,6.56,44,0,0.7834160327911377,1258,209,1270,337,1264,273,12,127
165,6.6,7,0,0.9156822562217712,553,2,842,495,698,249,288,492
165,6.6,39,0,0.8599715828895569,861,157,964,361,912,259,102,203
165,6.6,4,0,0.8419497609138489,952,165,1035,353,994,259,82,187
165,6.6,36,0,0.6858844757080078,362,207,397,297,379,252,35,89
165,6.6,43,0,0.8725904226303101,569,127,653,373,611,250,84,246
165,6.6,44,0,0.7925385236740112,1255,211,1268,336,1262,274,12,125
166,6.64,7,0,0.8888747692108154,534,2,829,499,681,250,294,497
166,6.64,39,0,0.8417168259620667,862,153,968,362,915,258,106,208
166,6.64,4,0,0.8071091175079346,948,161,1033,354,990,258,85,193
166,6.64,36,0,0.7959730625152588,352,208,387,298,369,253,35,90
166,6.64,43,0,0.7191791534423828,559,123,646,376,602,250,86,252
166,6.64,44,0,0.7934460043907166,1253,213,1266,335,1259,274,13,122
167,6.68,7,0,0.893845796585083,517,1,816,499,666,250,299,498
167,6.68,39,0,0.8831091523170471,863,151,971,361,917,256,107,209
167,6.68,4,0,0.7942078709602356,946,157,1032,354,989,255,86,197
167,6.68,36,0,0.7359461784362793,344,206,380,297,362,252,36,90
167,6.68,43,0,0.7103896141052246,547,123,634,377,590,250,86,253
167,6.68,44,0,0.8103969693183899,1250,212,1265,335,1258,273,14,122
168,6.72,7,0,0.9175730347633362,486,0,799,509,643,254,312,508
168,6.72,39,0,0.9094628691673279,863,149,973,360,918,255,109,211
168,6.72,4,0,0.8146191239356995,944,151,1031,351,988,251,86,200
168,6.72,36,0,0.757061243057251,334,206,370,297,352,251,36,90
168,6.72,43,0,0.616707444190979,535,120,622,378,578,249,87,257
168,6.72,44,0,0.7813896536827087,1243,211,1259,335,1251,273,16,123
169,6.76,7,0,0.9181421995162964,463,0,787,515,625,258,323,514
169,6.76,39,0,0.9084963202476501,863,149,975,361,919,255,111,212
169,6.76,4,0,0.8254019618034363,944,149,1031,351,988,250,87,202
169,6.76,36,0,0.7504379153251648,326,206,362,297,344,251,36,90
169,6.76,43,0,0.6286110281944275,526,92,622,380,574,236,96,288
169,6.76,44,0,0.7696613073348999,1237,212,1254,335,1246,274,17,122
170,6.8,7,0,0.8886480927467346,446,1,778,518,612,259,331,516
170,6.8,39,0,0.9082181453704834,865,150,978,361,921,255,112,211
170,6.8,4,0,0.850353479385376,946,147,1035,353,990,250,88,205
170,6.8,36,0,0.7943495512008667,315,205,352,296,333,251,36,90
170,6.8,44,0,0.7787754535675049,1229,208,1248,336,1238,272,19,127
171,6.84,7,0,0.8786230683326721,439,0,786,531,612,265,347,530
171,6.84,39,0,0.8683977723121643,866,151,980,362,923,256,114,210
171,6.84,4,0,0.8514867424964905,948,146,1039,357,994,252,91,210
171,6.84,36,0,0.8176298141479492,308,205,345,296,327,250,36,91
171,6.84,44,0,0.7955952286720276,1225,207,1246,336,1235,272,21,128
172,6.88,7,0,0.6742087602615356,450,0,808,532,629,266,357,531
172,6.88,39,0,0.8197417259216309,864,153,978,361,921,257,113,208
172,6.88,4,0,0.847017228603363,952,145,1046,361,999,253,93,215
172,6.88,36,0,0.7804968953132629,300,204,337,296,318,250,37,91
172,6.88,44,0,0.8417358994483948,1218,205,1242,338,1230,271,23,132
173,6.92,7,0,0.8538461327552795,456,0,821,527,639,264,364,526
173,6.92,39,0,0.8394891023635864,869,153,985,362,927,257,115,208
173,6.92,4,0,0.8520440459251404,955,147,1050,363,1003,255,94,216
173,6.92,36,0,0.7049963474273682,294,204,332,296,313,250,37,92
173,6.92,44,0,0.8418087959289551,1215,202,1240,338,1228,270,24,135
173,6.92,46,0,0.3792616128921509,532,98,652,472,592,285,119,374
174,6.96,7,0,0.9179237484931946,469,1,838,519,653,260,368,517
174,6.96,39,0,0.889270544052124,876,155,996,363,936,259,119,208
174,6.96,4,0,0.8724563121795654,959,150,1055,363,1007,256,95,213
174,6.96,36,0,0.7800858020782471,286,203,325,296,305,249,38,93
174,6.96,44,0,0.8045178055763245,1212,201,1239,337,1225,269,26,135
175,7.0,7,0,0.9294500946998596,473,2,846,512,659,257,373,510
175,7.0,39,0,0.8933141827583313,879,154,1001,362,940,258,122,208
175,7.0,4,0,0.8677282929420471,962,151,1058,360,1010,256,96,208
175,7.0,36,0,0.801169216632843,280,201,319,295,299,248,38,94
175,7.0,44,0,0.8119950294494629,1210,198,1238,335,1224,267,28,136
176,7.04,7,0,0.9421076774597168,463,3,841,510,652,256,377,507
176,7.04,39,0,0.8551877737045288,878,154,1004,364,941,259,125,209
176,7.04,4,0,0.8248751163482666,963,156,1062,364,1013,260,99,207
176,7.04,36,0,0.8180524706840515,273,202,313,297,293,249,39,94
176,7.04,44,0,0.8278175592422485,1207,198,1238,337,1222,267,30,139
177,7.08,7,0,0.9403406977653503,451,2,834,511,642,257,382,508
177,7.08,39,0,0.8205350637435913,878,153,1008,366,943,260,130,213
177,7.08,4,0,0.7703902125358582,961,161,1064,366,1012,263,103,204
177,7.08,36,0,0.7826122641563416,269,203,309,297,289,250,39,94
177,7.08,44,0,0.839159369468689,1207,199,1239,338,1223,269,32,139
178,7.12,7,0,0.9407040476799011,437,1,827,516,632,258,389,514
178,7.12,39,0,0.8754281997680664,879,147,1014,367,947,257,135,220
178,7.12,4,0,0.8286830186843872,977,174,1076,365,1026,270,99,190
178,7.12,36,0,0.7626045346260071,264,200,304,297,284,249,40,97
178,7.12,44,0,0.837935745716095,1207,199,1241,337,1224,268,33,138
178,7.12,47,0,0.825404703617096,0,175,143,423,71,299,143,248
179,7.16,7,0,0.9361881613731384,436,0,833,520,635,260,396,519
179,7.16,39,0,0.8901010751724243,879,143,1019,368,949,256,139,224
179,7.16,4,0,0.8118980526924133,982,181,1081,365,1032,273,98,183
179,7.16,36,0,0.7735311388969421,260,200,301,297,280,248,40,96
179,7.16,44,0,0.8398922681808472,1206,201,1241,338,1223,270,35,137
179,7.16,47,0,0.8891097903251648,0,57,181,428,90,242,181,371
180,7.2,7,0,0.926354706287384,450,0,859,530,655,265,409,530
180,7.2,39,0,0.8453168869018555,881,140,1022,368,951,254,141,228
180,7.2,4,0,0.7871274948120117,986,184,1088,369,1037,276,102,185
180,7.2,36,0,0.8314018845558167,255,200,296,298,276,249,41,97
180,7.2,44,0,0.8417778015136719,1206,204,1243,340,1224,272,36,136
180,7.2,47,0,0.8856181502342224,0,7,199,433,99,220,199,426
181,7.24,7,0,0.9117004871368408,458,0,879,540,669,270,421,540
181,7.24,39,0,0.8747251629829407,878,135,1022,371,950,253,144,235
181,7.24,4,0,0.8440203070640564,982,171,1094,371,1038,271,112,200
181,7.24,36,0,0.8119920492172241,252,201,293,299,272,250,41,98
181,7.24,44,0,0.8248851895332336,1205,206,1243,341,1224,274,37,135
181,7.24,47,0,0.8958635926246643,0,0,201,439,100,219,201,439
182,7.28,7,0,0.8847386837005615,435,0,850,537,642,268,415,537
182,7.28,39,0,0.891337513923645,879,129,1023,368,951,248,144,239
182,7.28,4,0,0.6802874207496643,975,166,1084,364,1029,265,109,197
182,7.28,36,0,0.8057416677474976,247,200,288,298,268,249,41,97
182,7.28,44,0,0.8563199639320374,1204,205,1243,342,1223,273,39,137
182,7.28,47,0,0.8838527798652649,0,0,206,445,103,222,206,445
183,7.32,7,0,0.7867826223373413,452,1,825,479,638,240,373,477
183,7.32,39,0,0.8897785544395447,879,121,1023,367,951,244,144,245
183,7.32,4,0,0.8135110139846802,978,165,1088,360,1033,262,109,195
183,7.32,36,0,0.8498345613479614,243,198,285,297,264,248,42,98
183,7.32,44,0,0.8619005084037781,1203,202,1243,340,1223,271,40,137
183,7.32,47,0,0.8919693827629089,0,0,212,453,106,226,212,453
183,7.32,48,0,0.6948368549346924,671,5,764,314,717,160,92,308
184,7.36,7,0,0.822654664516449,444,2,811,472,628,237,367,470
184,7.36,39,0,0.743124783039093,879,117,1023,371,951,244,143,253
184,7.36,4,0,0.5331072807312012,975,169,1083,362,1029,266,108,192
184,7.36,36,0,0.797457218170166,238,200,281,300,260,250,43,100
184,7.36,44,0,0.8848080635070801,1203,203,1245,343,1224,273,41,140
184,7.36,47,0,0.9239432215690613,0,0,221,465,110,232,221,465
184,7.36,48,0,0.5053901076316833,672,15,767,331,719,173,95,316
185,7.4,7,0,0.8749719262123108,446,2,815,474,630,238,369,472
185,7.4,39,0,0.5675174593925476,882,113,1023,370,952,242,140,256
185,7.4,4,0,0.42949995398521423,985,190,1083,363,1034,276,97,173
185,7.4,36,0,0.8230871558189392,236,199,279,299,258,249,42,100
185,7.4,44,0,0.8723449110984802,1204,202,1246,342,1225,272,42,139
185,7.4,47,0,0.9134629368782043,0,0,234,469,117,234,234,469
185,7.4,48,0,0.6260937452316284,660,18,787,436,724,227,126,417
185,7.4,50,0,0.5252457857131958,894,124,1098,368,996,246,204,243
186,7.44,7,0,0.9114950299263,423,1,800,496,612,249,377,494
186,7.44,39,0,0.8165199756622314,892,111,1031,372,961,241,138,260
186,7.44,4,0,0.6674124002456665,993,196,1089,363,1041,280,95,166
186,7.44,36,0,0.8026891350746155,234,198,278,299,256,249,43,101
186,7.44,44,0,0.8619362711906433,1207,200,1251,344,1229,272,43,143
186,7.44,47,0,0.9204542636871338,12,0,279,474,146,237,267,474
186,7.44,48,0,0.858808159828186,671,9,810,466,741,238,138,457
187,7.48,7,0,0.9191716909408569,414,1,788,504,601,253,373,503
187,7.48,39,0,0.8331181406974792,901,113,1036,375,968,244,135,261
187,7.48,4,0,0.6952865719795227,997,199,1096,368,1046,284,98,168
187,7.48,36,0,0.7719590663909912,233,199,277,299,255,249,43,100
187,7.48,44,0,0.8847203850746155,1209,200,1253,345,1231,273,44,145
187,7.48,47,0,0.9305475354194641,44,0,314,480,179,240,270,480
187,7.48,48,0,0.8570452332496643,684,4,828,479,756,241,144,474
188,7.52,7,0,0.927177906036377,399,0,767,517,583,259,368,516
188,7.52,39,0,0.8123157620429993,911,113,1044,376,977,244,133,263
188,7.52,44,0,0.896867036819458,1212,197,1258,345,1235,271,46,147
188,7.52,47,0,0.912617027759552,75,0,351,490,213,245,275,490
188,7.52,48,0,0.900981605052948,710,2,858,485,784,244,147,482
188,7.52,50,0,0.45470091700553894,913,112,1128,370,1021,241,214,257
189,7.56,7,0,0.9189843535423279,391,1,750,528,570,265,359,526
189,7.56,39,0,0.6982506513595581,916,114,1048,377,982,246,131,263
189,7.56,44,0,0.8738706111907959,1214,198,1261,346,1237,272,47,148
189,7.56,47,0,0.8923887610435486,96,0,377,500,237,250,281,500
189,7.56,48,0,0.8953855037689209,730,2,880,489,805,246,150,487
189,7.56,50,0,0.6086945533752441,913,113,1131,377,1022,245,217,263
190,7.6,7,0,0.9200997948646545,398,2,746,530,572,266,348,528
190,7.6,39,0,0.7204914093017578,921,115,1053,377,987,246,131,262
190,7.6,44,0,0.8684903979301453,1217,198,1264,347,1240,272,47,148
190,7.6,47,0,0.9192724823951721,120,0,406,509,263,254,285,509
190,7.6,48,0,0.9194396734237671,760,2,912,492,836,247,152,489
190,7.6,50,0,0.5805179476737976,916,113,1133,377,1024,245,217,264
191,7.64,7,0,0.907591700553894,406,2,750,536,578,269,344,534
191,7.64,39,0,0.45511534810066223,927,125,1057,378,992,252,130,252
191,7.64,44,0,0.8663907051086426,1219,197,1266,345,1243,271,47,148
191,7.64,47,0,0.9100073575973511,138,0,426,517,282,258,288,517
191,7.64,48,0,0.8848568201065063,782,1,938,493,860,247,155,492
191,7.64,50,0,0.7009465098381042,913,113,1130,378,1021,246,217,264
192,7.68,7,0,0.897857129573822,417,2,762,544,590,273,344,542
192,7.68,39,0,0.8512713313102722,946,145,1071,382,1008,264,124,237
192,7.68,44,0,0.8186452388763428,1221,200,1269,349,1245,274,47,149
192,7.68,47,0,0.9151371121406555,163,0,456,529,310,264,293,529
192,7.68,48,0,0.8851808905601501,815,1,975,502,895,252,160,500
193,7.72,7,0,0.897578239440918,427,2,762,531,595,266,334,528
193,7.72,39,0,0.8376209735870361,968,153,1089,382,1028,268,121,229
193,7.72,44,0,0.7964796423912048,1226,199,1273,346,1249,273,47,147
193,7.72,47,0,0.9109086394309998,184,0,480,536,332,268,296,536
193,7.72,48,0,0.8999958038330078,842,1,1006,504,924,253,164,502
194,7.76,7,0,0.8809828162193298,440,2,750,486,595,244,309,483
194,7.76,44,0,0.7619598507881165,1230,200,1277,349,1254,275,47,149
194,7.76,47,0,0.8541629314422607,212,0,516,553,364,276,304,553
194,7.76,48,0,0.7796598076820374,880,2,1051,515,966,259,171,512
194,7.76,4,0,0.3559860587120056,1007,191,1121,388,1064,290,114,196
195,7.8,7,0,0.40072086453437805,429,2,732,466,580,234,302,464
195,7.8,44,0,0.7491889595985413,1233,202,1280,349,1256,276,46,147
195,7.8,47,0,0.7049981355667114,235,0,543,563,389,281,308,563
195,7.8,48,0,0.8305758833885193,911,3,1090,527,1000,265,179,523
195,7.8,36,0,0.6946372985839844,219,200,264,305,242,253,44,104
196,7.84,44,0,0.7355414032936096,1236,199,1280,350,1258,275,43,150
196,7.84,47,0,0.8071788549423218,307,0,635,575,471,287,327,575
196,7.84,48,0,0.9022186398506165,950,2,1136,535,1043,268,185,532
196,7.84,36,0,0.836063027381897,220,196,266,304,243,250,45,107
197,7.88,44,0,0.7281086444854736,1237,200,1280,353,1258,277,42,153
197,7.88,47,0,0.8833568096160889,330,0,672,586,501,293,342,586
197,7.88,48,0,0.8690106868743896,979,1,1171,542,1075,272,192,540
197,7.88,36,0,0.8311336040496826,220,198,266,306,243,252,45,108
198,7.92,44,0,0.7631064653396606,1239,195,1280,351,1259,273,40,155
198,7.92,47,0,0.8866389393806458,331,0,682,598,506,299,350,598
198,7.92,48,0,0.794357419013977,1026,1,1222,540,1124,270,196,538
198,7.92,36,0,0.8294739723205566,218,196,264,304,241,250,45,107
198,7.92,50,0,0.6782227754592896,894,158,1070,383,982,271,176,224
199,7.96,47,0,0.8923085927963257,332,0,693,615,513,307,360,615
199,7.96,48,0,0.8423545360565186,1054,1,1259,556,1156,278,205,554
199,7.96,36,0,0.8217589259147644,216,198,262,306,239,252,45,107
199,7.96,50,0,0.7449951767921448,903,159,1073,382,988,271,169,222
200,8.0,47,0,0.8827439546585083,357,0,731,625,544,312,373,625
200,8.0,48,0,0.8807949423789978,1082,1,1280,567,1181,284,197,565
200,8.0,36,0,0.8397098183631897,213,201,259,308,236,255,46,107
200,8.0,50,0,0.7143799662590027,908,163,1075,388,991,275,167,225
200,8.0,39,0,0.5905367732048035,998,117,1133,377,1066,247,135,259
201,8.04,47,0,0.8838297128677368,367,0,756,634,562,317,389,634
201,8.04,48,0,0.8647840619087219,1102,1,1280,570,1191,286,177,568
201,8.04,36,0,0.850862443447113,210,199,256,307,233,253,46,107
201,8.04,39,0,0.7919177412986755,1002,108,1146,383,1074,246,143,274
202,8.08,47,0,0.8919224143028259,374,0,793,652,583,326,419,652
202,8.08,48,0,0.8248908519744873,1130,1,1280,586,1205,293,149,585
202,8.08,36,0,0.825024425983429,206,204,253,311,230,257,46,107
202,8.08,39,0,0.8641806244850159,1006,104,1152,389,1079,247,146,285
202,8.08,50,0,0.8017809987068176,894,165,1045,377,970,271,151,211
203,8.12,47,0,0.6563239693641663,426,0,855,658,641,329,429,658
203,8.12,36,0,0.8330196738243103,204,203,251,311,227,257,47,107
203,8.12,39,0,0.8774694800376892,1009,101,1155,391,1082,246,145,290
203,8.12,50,0,0.58658367395401,889,165,1032,374,961,269,143,208
203,8.12,7,0,0.40229517221450806,304,1,656,531,480,266,351,529
